animal_id,name,datetime,monthyear,date_of_birth,outcome_type,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,outcome_subtype
A677445,Pirate,17-03-2015 14:49,2015-03-17T14:49:00.000,2008-07-25T00:00:00.000,Return to Owner,Dog,Neutered Male,6 years,Pug Mix,Fawn/Black,
A806164,Maya,16-10-2019 18:10,2019-10-16T18:10:00.000,2019-07-29T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,
A823747,,03-10-2020 17:35,2020-10-03T17:35:00.000,2018-09-29T00:00:00.000,Euthanasia,Cat,Intact Female,2 years,Domestic Shorthair,Calico,Suffering
A700772,Suzuki,24-04-2015 15:36,2015-04-24T15:36:00.000,2015-01-28T00:00:00.000,Transfer,Dog,Intact Male,2 months,Labrador Retriever Mix,Black/White,Partner
A666752,Floyd,07-11-2013 18:06,2013-11-07T18:06:00.000,2012-11-06T00:00:00.000,Return to Owner,Dog,Neutered Male,1 year,Australian Kelpie/Whippet,Brown Brindle/White,
A721240,Burt,01-05-2016 12:44,2016-05-01T12:44:00.000,2016-02-16T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,
A763082,,07-12-2017 11:06,2017-12-07T11:06:00.000,2015-12-02T00:00:00.000,Transfer,Dog,Neutered Male,2 years,Standard Poodle,White,Partner
A808996,,21-11-2019 15:06,2019-11-21T15:06:00.000,2017-11-17T00:00:00.000,Transfer,Cat,Intact Female,2 years,Domestic Medium Hair,Brown Tabby/White,Snr
A804098,Rosita,07-10-2019 17:45,2019-10-07T17:45:00.000,2019-04-10T00:00:00.000,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair,Black/White,
A883177,,13-06-2023 18:33,2023-06-13T18:33:00.000,2023-06-07T00:00:00.000,Transfer,Cat,Unknown,6 days,Domestic Shorthair,Gray Tabby,Partner
A697847,Randalls Cub,15-03-2015 13:57,2015-03-15T13:57:00.000,2014-03-02T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,
A760800,,27-10-2017 19:44,2017-10-27T19:44:00.000,2014-10-24T00:00:00.000,Transfer,Cat,Intact Female,3 years,Siamese,Calico Point/Gray,Snr
A881664,Ollie,13-06-2023 18:32,2023-06-13T18:32:00.000,2023-03-25T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Black,
A759477,,03-10-2017 15:03,2017-10-03T15:03:00.000,2017-01-02T00:00:00.000,Transfer,Dog,Intact Female,9 months,Chihuahua Shorthair Mix,Black/Black,Partner
A763292,Michael,13-01-2018 18:21,2018-01-13T18:21:00.000,2016-12-06T00:00:00.000,Adoption,Dog,Neutered Male,1 year,American Staffordshire Terrier Mix,Black/White,
A738195,,10-11-2016 18:20,2016-11-10T18:20:00.000,2014-11-10T00:00:00.000,Euthanasia,Other,Unknown,2 years,Fox Mix,Red,Rabies Risk
A762041,Oj,24-11-2017 11:35,2017-11-24T11:35:00.000,2011-11-14T00:00:00.000,Return to Owner,Cat,Unknown,6 years,Domestic Shorthair Mix,Orange Tabby/White,
A713781,Samson,15-10-2015 18:04,2015-10-15T18:04:00.000,2010-07-17T00:00:00.000,Return to Owner,Dog,Neutered Male,5 years,Boxer Mix,Brown Brindle,
A723981,Joe,14-08-2016 12:35,2016-08-14T12:35:00.000,2010-08-14T00:00:00.000,Return to Owner,Dog,Neutered Male,6 years,Pit Bull/Boxer,White/Black,
A665610,,20-10-2013 15:00,2013-10-20T15:00:00.000,2013-09-28T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,Partner
A805630,Starr,30-09-2019 08:10,2019-09-30T08:10:00.000,2009-09-29T00:00:00.000,Euthanasia,Dog,Intact Female,10 years,Chihuahua Shorthair,White/Black,At Vet
A674952,,20-03-2014 16:31,2014-03-20T16:31:00.000,2013-03-20T00:00:00.000,Euthanasia,Other,Unknown,1 year,Bat Mix,Brown,Rabies Risk
A710757,Coraje,15-03-2016 13:32,2016-03-15T13:32:00.000,2014-12-27T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Pointer Mix,Tricolor,
A777956,Asparagus,21-08-2018 17:26,2018-08-21T17:26:00.000,2018-06-10T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Pointer/Chihuahua Longhair,Sable,Foster
A747337,,12-07-2017 11:08,2017-07-12T11:08:00.000,2017-04-15T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby,Foster
A827240,Ross 8,07-01-2021 12:40,2021-01-07T12:40:00.000,2019-12-16T00:00:00.000,Return to Owner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White,
A474852,Atlas,09-09-2016 11:06,2016-09-09T11:06:00.000,2006-06-10T00:00:00.000,Return to Owner,Dog,Neutered Male,10 years,German Shepherd Mix,Tan,
A665994,Lihue,05-11-2013 19:22,2013-11-05T19:22:00.000,2013-07-25T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,
A762274,Rose,25-11-2017 13:11,2017-11-25T13:11:00.000,2009-11-17T00:00:00.000,Transfer,Cat,Spayed Female,8 years,Domestic Medium Hair Mix,White/Brown Tabby,Partner
A773787,Scotch,18-08-2018 11:23,2018-08-18T11:23:00.000,2018-04-23T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Cream Tabby/White,
A883176,,13-06-2023 18:33,2023-06-13T18:33:00.000,2023-06-07T00:00:00.000,Transfer,Cat,Unknown,6 days,Domestic Shorthair,Gray Tabby,Partner
A693856,Jizzle,18-12-2014 18:45,2014-12-18T18:45:00.000,2013-12-15T00:00:00.000,Return to Owner,Dog,Neutered Male,1 year,Pit Bull Mix,Black/Tan,
A739344,Starman,08-01-2017 15:02,2017-01-08T15:02:00.000,2016-10-12T00:00:00.000,Adoption,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,
A883175,,13-06-2023 18:34,2023-06-13T18:34:00.000,2023-06-07T00:00:00.000,Transfer,Cat,Unknown,6 days,Domestic Shorthair,Gray Tabby,Partner
A704378,Picasso,30-06-2015 12:13,2015-06-30T12:13:00.000,2012-06-08T00:00:00.000,Transfer,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby,Partner
A768959,Buttons,29-03-2018 11:40,2018-03-29T11:40:00.000,2010-03-28T00:00:00.000,Return to Owner,Dog,Neutered Male,8 years,Pekingese Mix,Black,
A738529,,17-11-2016 12:30,2016-11-17T12:30:00.000,2016-11-07T00:00:00.000,Transfer,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Tortie,Partner
A680546,,10-06-2014 14:31,2014-06-10T14:31:00.000,2012-06-04T00:00:00.000,Transfer,Dog,Spayed Female,2 years,Great Pyrenees Mix,White,Partner
A791858,,04-04-2019 13:34,2019-04-04T13:34:00.000,2013-04-02T00:00:00.000,Transfer,Cat,Intact Female,6 years,Domestic Shorthair Mix,Brown Tabby,Partner
A678773,,12-05-2014 18:21,2014-05-12T18:21:00.000,2014-05-11T00:00:00.000,Transfer,Cat,Unknown,1 day,Domestic Shorthair Mix,Torbie,Partner
A832999,,20-04-2021 12:37,2021-04-20T12:37:00.000,2021-03-31T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair,Black,Partner
A758217,,19-09-2017 17:55,2017-09-19T17:55:00.000,2017-06-26T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,
A682410,,27-06-2014 14:35,2014-06-27T14:35:00.000,2014-05-27T00:00:00.000,Euthanasia,Other,Unknown,4 weeks,Bat Mix,Red/Cream,Rabies Risk
A814026,,27-02-2020 16:52,2020-02-27T16:52:00.000,2018-02-23T00:00:00.000,Transfer,Cat,Intact Male,2 years,Domestic Shorthair,Black,Snr
A755385,,14-08-2017 16:11,2017-08-14T16:11:00.000,2017-05-18T00:00:00.000,Transfer,Dog,Neutered Male,2 months,Labrador Retriever/Australian Cattle Dog,Brown/White,Partner
A791254,Taco,28-03-2019 13:41,2019-03-28T13:41:00.000,2019-02-02T00:00:00.000,Adoption,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White,
A730605,Kirk,11-07-2016 17:19,2016-07-11T17:19:00.000,2016-03-07T00:00:00.000,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,
A608012,Bella,11-12-2019 06:12,2019-12-11T06:12:00.000,2011-11-23T00:00:00.000,Adoption,Dog,Spayed Female,8 years,Cardigan Welsh Corgi/Labrador Retriever,White/Tan,Foster
A727306,Ivy,17-06-2016 12:38,2016-06-17T12:38:00.000,2011-05-20T00:00:00.000,Transfer,Dog,Intact Female,5 years,Pit Bull Mix,Black/White,Partner
A841164,Hunny,30-08-2021 17:40,2021-08-30T17:40:00.000,2020-08-22T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Pit Bull,White/Brown Brindle,
A714395,Handsome,31-10-2015 17:49,2015-10-31T17:49:00.000,2015-04-25T00:00:00.000,Transfer,Dog,Neutered Male,6 months,Harrier Mix,White/Brown,Partner
A820080,Theodore,23-08-2021 09:47,2021-08-23T09:47:00.000,2013-07-11T00:00:00.000,Adoption,Cat,Neutered Male,8 years,Domestic Shorthair,Brown Tabby,Foster
A668448,,04-12-2013 09:41,2013-12-04T09:41:00.000,2009-12-04T00:00:00.000,Euthanasia,Other,Unknown,4 years,Raccoon Mix,Black/Gray,Suffering
A802474,156 Grams,18-08-2019 18:00,2019-08-18T18:00:00.000,2019-08-09T00:00:00.000,Transfer,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Tortie,Partner
A582826,Charlie,18-08-2015 11:11,2015-08-18T11:11:00.000,2005-08-26T00:00:00.000,Return to Owner,Dog,Neutered Male,9 years,Beagle,Tricolor,
A744558,,03-05-2017 15:23,2017-05-03T15:23:00.000,2017-02-08T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Chocolate/White,Foster
A669788,Stella,15-07-2014 13:51,2014-07-15T13:51:00.000,2010-12-27T00:00:00.000,Transfer,Dog,Spayed Female,3 years,Great Dane,Black/White,Partner
A783602,,03-11-2018 07:37,2018-11-03T07:37:00.000,2018-10-18T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico,Partner
A689390,Jules,08-10-2014 11:25,2014-10-08T11:25:00.000,2013-10-03T00:00:00.000,Transfer,Dog,Intact Female,1 year,Doberman Pinsch Mix,Black/Brown,Partner
A811961,Lucas,17-01-2020 16:54,2020-01-17T16:54:00.000,2019-03-13T00:00:00.000,Adoption,Dog,Neutered Male,10 months,American Staffordshire Terrier/Labrador Retriever,Fawn/White,
A691208,,11-11-2014 18:13,2014-11-11T18:13:00.000,2013-12-31T00:00:00.000,Adoption,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Black/White,
A718620,Toby Sue,01-03-2016 13:53,2016-03-01T13:53:00.000,2015-07-23T00:00:00.000,Adoption,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Black/White,
A705114,,13-06-2015 15:47,2015-06-13T15:47:00.000,2015-06-11T00:00:00.000,Transfer,Dog,Intact Male,2 days,German Shepherd Mix,Brown,Partner
A800888,,01-08-2019 15:27,2019-08-01T15:27:00.000,2019-07-03T00:00:00.000,Transfer,Dog,Intact Female,4 weeks,Cavalier Span,Black/White,Partner
A796517,Chiquis,08-06-2019 12:21,2019-06-08T12:21:00.000,2017-06-02T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White,
A881605,Berlin,13-06-2023 19:16,2023-06-13T19:16:00.000,2023-04-25T00:00:00.000,Died,Cat,Intact Male,1 month,Domestic Shorthair,Black,In Kennel
A772727,Oreo,06-06-2018 18:28,2018-06-06T18:28:00.000,2017-12-07T00:00:00.000,Return to Owner,Dog,Spayed Female,5 months,Basset Hound Mix,White/Tricolor,
A796856,,12-06-2019 13:31,2019-06-12T13:31:00.000,2019-01-06T00:00:00.000,Transfer,Dog,Intact Male,5 months,German Shepherd,Brown,Partner
A741753,,08-01-2017 09:00,2017-01-08T09:00:00.000,2016-01-07T00:00:00.000,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White,SCRP
